product_id,customer_id,customer_name,rating,title,content,thank_count,created_at
85653836,25519206.0,Trần nam Hùng,4,Hài lòng,Dây nguồn ngắn quá,0,1641315313
85653836,8335779.0,Nguyễn Đào Khang,5,Cực kì hài lòng,,0,1622657358
488828,11856155.0,Lê Kiến Hưng,5,Cực kì hài lòng,,0,1689836361
488828,16452726.0,Duong Pham,2,Không hài lòng,"Hiện tại khi cắm điện ấm phát ra âm thanh rú như còi ủ, tôi chưa biết xử lý thế nào?  Tiki tư vấn xem xét bảo hành hoặc đổi lại ấm khác. Xin cảm ơn!",0,1617090332
488828,151415.0,Oanh Nguyễn,5,Cực kì hài lòng,"xịn, nước nhựa sang trọng đúng giá trị",0,1618623734
488828,7139665.0,Đỗ Huy Tân,4,Hài lòng,Mình Ok về chất lượng nhưng thời gian giao vẫn chưa nhanh và giá cả có ST bán rẻ hơn 150K nên đề nghị Tiki trao đổi với các nhà cung cấp để có giá cạnh tranh hơn! Thanks!,1,1552360638
488828,15487989.0,Pham Trung,5,Cực kì hài lòng,,0,1619453220
877714,7957694.0,Mc Luong,5,Cực kì hài lòng,Vẫn cho 5 sao vì đã mua nhiều lần. Nhưng lần này hơi…,0,1680060826
877714,6100042.0,Anh Trực,4,Hài lòng,,0,1725855961
877714,11340016.0,Lê Thanh Huy,4,Hài lòng,Sản phẩm dùng ổn,0,1680514664
877714,564876.0,Nguyễn Công Thành,5,Cực kì hài lòng,"Cons: Thiết kế hơi dở phần tay cầm cố định nên đổ nước vào ấm phải lựa. Không có đèn báo đang đun. Không có còi reo báo nước sôi. Dây nguồn hơi ngắn. 
Pros: Đóng gói và ship hàng rất nhanh. Ấm đun nhanh, inox sáng sạch đẹp (không rõ có phải là inox 304 không), chứa được 5 lít nhưng vẫn khá gọn. Đặc biệt có công tắc tự nhảy khi đun sôi nên không lo ấm tự đun lại khi nước nguội - riêng cái này đủ đánh giá 6 sao.",4,1557971286
877714,7500023.0,Huy Nguyen,5,Cực kì hài lòng,,0,1675310199
877714,27753733.0,Lê Công Hậu,5,Cực kì hài lòng,Hài lòng,0,1660905178
877714,12662326.0,Doanh Nguyen,5,Cực kì hài lòng,,0,1660614962
877714,16532315.0,Đặng văn Du,5,Cực kì hài lòng,,0,1645388110
877714,8683217.0,Nhi Nguyễn,5,Hài lòng,Mình rất hài lòng về sp này mặc dù dây hơi ngắn nhưng nói chung ok xài chắc nửa năm rồi thấy bền. Dung tích lớn cũng tện lợi  dđun siêu tốc nên đun nhanh. Mọi người nên mua. Sẽ tiếp tục ủng hộ Tiki.,5,1562664356
877714,8518665.0,an hoang,5,Cực kì hài lòng,"Mình mới nhận hàng hôm qua, loại này có công tắc tự ngắt an toàn, dung tích lớn, tiki giao hàng nhanh, để sài mới biết độ bền , nói chung hài lòng",4,1581411532
877714,17462686.0,Lê Trọng Hiền,5,Cực kì hài lòng,,0,1636367342
877714,9770925.0,Nguyễn Thị Hương,5,Cực kì hài lòng,"Mẫu mã rất đẹp, thể tích lớn đựng được nhiều nước, chỉ có là không có đèn báo đun nước",3,1594017733
877714,10521434.0,Quân Nguyễn,4,Hài lòng,Ấm không phải inox 304 vì thử nam châm vẫn hút,2,1614670481
877714,11898445.0,Dương Ngọc An Nhiên,5,Cực kì hài lòng,,0,1628513094
877714,1337612.0,Nguyễn Minh Nhựt,5,Cực kì hài lòng,Dùng tốt.,0,1624107820
877714,12937732.0,Tran Quan,4,Hài lòng,,0,1626661168
877714,16284231.0,Nguyễn Thị Tân Dậu,5,Cực kì hài lòng,,0,1626513745
877714,1541258.0,Trinh Trần,5,Cực kì hài lòng,,0,1624182945
877714,17892155.0,Huynh Tri,5,Cực kì hài lòng,Rất tot,0,1620004087
877714,11234942.0,Nguyễn Hiền Nghĩa,5,Cực kì hài lòng,,0,1621343249
877714,6161852.0,Nguyen Trong Diem,3,không kiểm soát được khi nào ấm đã đn xong,"Các loại ấm siêu tốc thường được bố trí một đèn báo khi ấm đang đun, và đèn sẽ tắt khi công tắc nhả để dễ dàng cho người sử dụng Rất tiếc ấm này không có đèn báo nên không thể quan sát từ xa, phải đến sát thậm chí sờ thử xem công tắc đã bật lên chưa.",8,1512471412
877714,106334.0,Lê Thị Thùy Trang,5,Cực kì hài lòng,"Mua được gần 2 tháng. Ấm dùng tốt, nhẹ và dễ sử dụng",2,1592539254
877714,9866539.0,Bùi Thị Bích Thuận,5,Cực kì hài lòng,,1,1611156394
877714,1880072.0,Truong An,5,Cực kì hài lòng,,2,1609976178
877714,10615755.0,Trần Bích Tuyền,4,Hài lòng,"sử dụng tốt, tuy nhiên không có đèn bâo và tay cầm  thiết kế lõm nên cầm hơi đau tay.",4,1571378357
877714,5277920.0,Phuong thao,5,Cực kì hài lòng,,1,1597499942
877714,12651506.0,Xì Nâu,5,Cực kì hài lòng,,1,1591174081
